epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
65,5384.45,0.77839,0.4209,0.91113,0.84957,0.86759,0.90598,0.64916,1.01871,0.67204,1.09629,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328
66,5470.05,0.77846,0.42362,0.91643,0.85879,0.85984,0.90552,0.65358,1.01454,0.67259,1.09213,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
67,5551.22,0.77929,0.42889,0.91076,0.85868,0.86456,0.90633,0.64748,1.01768,0.68009,1.10453,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932
68,5631.16,0.76741,0.39836,0.91124,0.85009,0.87188,0.90896,0.6503,1.02855,0.67293,1.10797,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734
69,5712.37,0.77368,0.42061,0.91257,0.85934,0.86551,0.90474,0.64859,1.01903,0.67481,1.10295,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536
70,5793.12,0.77136,0.40221,0.90635,0.86452,0.85994,0.89915,0.6507,1.01487,0.67554,1.09556,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338
71,5873.41,0.77023,0.41072,0.9058,0.85431,0.86065,0.90086,0.64838,1.00676,0.68651,1.10069,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
72,5955.52,0.76997,0.40587,0.90926,0.87252,0.84616,0.90035,0.64995,1.01846,0.67664,1.11053,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942
73,6036.52,0.74671,0.38359,0.90555,0.85717,0.86343,0.89709,0.64726,1.02321,0.67974,1.11426,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744
74,6116.38,0.74359,0.39449,0.90902,0.85419,0.86787,0.90624,0.64947,1.01964,0.66802,1.09803,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546
75,6196.92,0.74871,0.39041,0.90564,0.84623,0.86747,0.89648,0.64345,1.02476,0.69024,1.0917,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348
76,6277.43,0.75685,0.39251,0.90427,0.85581,0.86626,0.89626,0.64609,1.01717,0.66527,1.09704,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
77,6358.49,0.75088,0.38875,0.90484,0.86102,0.86428,0.89833,0.65029,1.01612,0.67396,1.11534,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952
78,6440.04,0.73003,0.38237,0.90061,0.85838,0.85918,0.89612,0.64481,1.02167,0.68342,1.10808,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754
79,6520.64,0.7545,0.37943,0.89403,0.86916,0.85829,0.89033,0.63654,1.02981,0.69397,1.11542,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556
80,6601.18,0.75846,0.38126,0.90374,0.86335,0.85134,0.89747,0.65081,1.01794,0.69021,1.10446,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358
81,6683.57,0.73834,0.37601,0.89924,0.86355,0.85446,0.89079,0.64229,1.02224,0.68399,1.12094,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
82,6767.42,0.74713,0.37835,0.90278,0.85514,0.86126,0.89844,0.646,1.0202,0.6968,1.10739,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962
83,6847.67,0.72537,0.36916,0.8915,0.85122,0.86946,0.89307,0.64184,1.01976,0.69966,1.10437,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764
84,6928.07,0.73433,0.37728,0.89321,0.86112,0.8556,0.89597,0.64783,1.01622,0.69834,1.1119,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566
85,7009.46,0.72472,0.37085,0.89697,0.85916,0.86076,0.89844,0.64635,1.00653,0.68715,1.10869,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368
86,7088.42,0.71905,0.36413,0.8886,0.85578,0.87287,0.8956,0.6445,1.01794,0.68141,1.11347,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
