epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
118,80606.6,1.02859,0.66449,1.06467,0.73496,0.62154,0.69004,0.47357,1.21331,0.89965,1.29871,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,81288.1,1.02932,0.66917,1.07086,0.73527,0.62123,0.69,0.47347,1.21362,0.8995,1.29896,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,81977.2,1.02852,0.66893,1.06862,0.73495,0.62173,0.69005,0.47348,1.21384,0.89946,1.29914,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,82659.1,1.0249,0.66324,1.06762,0.73526,0.62148,0.69002,0.47319,1.21422,0.89943,1.29949,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,83347.7,1.0049,0.64958,1.06186,0.73466,0.622,0.69005,0.47316,1.21451,0.89946,1.29986,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,84025.7,1.02602,0.66074,1.06877,0.73566,0.62148,0.69013,0.47313,1.21479,0.89956,1.30024,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,84709.7,1.01787,0.65631,1.06307,0.73525,0.62201,0.6901,0.47302,1.21506,0.89963,1.30034,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,85384.8,0.99859,0.64073,1.05483,0.73563,0.62182,0.69003,0.47292,1.21533,0.89971,1.30045,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,86055.4,0.99518,0.63713,1.05712,0.73603,0.62163,0.68986,0.47262,1.21577,0.89981,1.30102,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,86729.5,1.00364,0.64338,1.0571,0.7362,0.62179,0.68977,0.47254,1.21621,0.89997,1.30163,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
