epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
95,4289.46,0.81021,0.49789,0.99983,0.91621,0.77425,0.84738,0.60724,0.8752,0.5707,1.06384,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388
96,4334.2,0.80319,0.48484,0.97564,0.89181,0.7923,0.85315,0.61162,0.86831,0.57175,1.04947,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
97,4378.75,0.78864,0.50284,0.98564,0.88339,0.79497,0.84788,0.60758,0.86515,0.5606,1.06935,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992
98,4422.72,0.76553,0.47332,1.00606,0.92637,0.78987,0.86351,0.61373,0.87038,0.56117,1.05233,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794
99,4468.03,0.78971,0.48733,0.98988,0.91529,0.7754,0.86076,0.61828,0.84537,0.55396,1.05401,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596
100,4513.03,0.75548,0.47486,0.97525,0.89228,0.79437,0.85364,0.60985,0.85936,0.53488,1.05331,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398
101,4556.19,0.77376,0.46807,0.9607,0.8781,0.79626,0.85071,0.59465,0.87301,0.53805,1.05201,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
102,4600.92,0.77837,0.48138,0.97631,0.92239,0.77662,0.84851,0.60403,0.86415,0.55882,1.05187,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002
103,4646.76,0.75488,0.49485,0.9817,0.89228,0.79343,0.85968,0.60872,0.85778,0.55726,1.03759,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804
104,4690.88,0.76723,0.4754,0.96165,0.90292,0.80751,0.86338,0.61538,0.85971,0.52675,1.05829,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606
