epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
368,7270.56,0.80638,0.65722,1.00684,0.53535,0.45462,0.39333,0.20895,1.69175,1.73285,1.95836,0.000195165,0.000195165,0.000195165
369,7290.24,0.74485,0.5877,0.96936,0.53986,0.45442,0.39275,0.20861,1.69576,1.73712,1.94933,0.000193751,0.000193751,0.000193751
370,7309.8,0.80125,0.65194,1.0011,0.5108,0.44719,0.38815,0.20965,1.69325,1.77911,1.95416,0.000192337,0.000192337,0.000192337
371,7329.35,0.78718,0.65407,1.002,0.51147,0.44835,0.38905,0.21191,1.68302,1.75446,1.9571,0.000190924,0.000190924,0.000190924
372,7349.13,0.81676,0.67413,1.02224,0.52089,0.45474,0.38627,0.20853,1.69376,1.75498,1.96183,0.00018951,0.00018951,0.00018951
373,7368.34,0.80596,0.65071,1.00283,0.5312,0.45775,0.38157,0.20632,1.70349,1.7543,1.96346,0.000188096,0.000188096,0.000188096
374,7387.92,0.85224,0.65798,1.00111,0.51702,0.46665,0.38162,0.20655,1.70202,1.75316,1.95699,0.000186682,0.000186682,0.000186682
375,7408.02,0.80233,0.63011,0.99622,0.49301,0.46829,0.3819,0.20481,1.69618,1.75659,1.96153,0.000185269,0.000185269,0.000185269
376,7427.34,0.80419,0.6535,0.99211,0.51543,0.4588,0.38063,0.20442,1.72489,1.74714,1.99356,0.000183855,0.000183855,0.000183855
377,7446.54,0.80888,0.63104,1.01337,0.51499,0.46412,0.38315,0.20464,1.70681,1.754,1.96533,0.000182441,0.000182441,0.000182441
378,7466.13,0.79965,0.65847,1.0121,0.52106,0.46364,0.38464,0.20474,1.6768,1.73533,1.94268,0.000181028,0.000181028,0.000181028
379,7485.68,0.81396,0.6371,0.99702,0.52617,0.46206,0.38891,0.2078,1.69238,1.72263,1.95369,0.000179614,0.000179614,0.000179614
380,7505.17,0.82183,0.63322,1.00477,0.47302,0.46551,0.38709,0.20825,1.69523,1.73568,1.95775,0.0001782,0.0001782,0.0001782
381,7524.39,0.80574,0.61801,0.98593,0.486,0.47018,0.39098,0.21116,1.70694,1.71804,1.96874,0.000176786,0.000176786,0.000176786
382,7543.8,0.81899,0.65663,0.99384,0.47011,0.46763,0.38776,0.20671,1.71242,1.76089,1.98837,0.000175373,0.000175373,0.000175373
383,7563.37,0.79747,0.60776,0.98803,0.47194,0.46763,0.38336,0.20645,1.70028,1.76755,1.98396,0.000173959,0.000173959,0.000173959
384,7583.01,0.83338,0.63972,0.99338,0.5053,0.46657,0.38539,0.20695,1.71917,1.75288,1.98673,0.000172545,0.000172545,0.000172545
385,7602.66,0.76161,0.61032,0.98644,0.49578,0.45527,0.3795,0.20541,1.70447,1.73099,1.97038,0.000171132,0.000171132,0.000171132
386,7621.73,0.78101,0.60603,0.98233,0.50798,0.45217,0.38054,0.20635,1.69759,1.70543,1.98363,0.000169718,0.000169718,0.000169718
387,7641.21,0.79627,0.60825,0.97709,0.47731,0.51161,0.38551,0.2086,1.70263,1.72819,1.98096,0.000168304,0.000168304,0.000168304
388,7660.35,0.78588,0.61602,0.98233,0.46694,0.51079,0.38424,0.20739,1.70579,1.7385,1.99566,0.00016689,0.00016689,0.00016689
389,7679.6,0.85634,0.6782,0.99872,0.51834,0.43797,0.37724,0.20688,1.6953,1.73581,1.9708,0.000165477,0.000165477,0.000165477
390,7699.14,0.78692,0.63752,0.9738,0.50869,0.43935,0.37941,0.20865,1.67963,1.75782,1.95219,0.000164063,0.000164063,0.000164063
391,7718.78,0.78277,0.63759,0.98885,0.51035,0.43959,0.38543,0.20914,1.68814,1.72296,1.9721,0.000162649,0.000162649,0.000162649
392,7738.64,0.75475,0.63632,1.00536,0.49791,0.45333,0.38014,0.20682,1.69577,1.76543,1.97148,0.000161235,0.000161235,0.000161235
393,7757.98,0.79314,0.63852,0.99246,0.50702,0.45097,0.37932,0.20738,1.68163,1.73534,1.95959,0.000159822,0.000159822,0.000159822
394,7777.5,0.78917,0.61608,0.98507,0.50136,0.44283,0.37819,0.20775,1.68225,1.72476,1.96603,0.000158408,0.000158408,0.000158408
395,7797.43,0.78969,0.60732,0.97128,0.47289,0.47476,0.37521,0.20735,1.69239,1.73027,1.97458,0.000156994,0.000156994,0.000156994
396,7818.34,0.7804,0.61323,0.98469,0.49742,0.44481,0.37805,0.20908,1.70322,1.73811,1.98187,0.000155581,0.000155581,0.000155581
397,7839.01,0.77037,0.60824,0.99256,0.51165,0.43791,0.37607,0.20674,1.69797,1.76305,1.98161,0.000154167,0.000154167,0.000154167
398,7859.46,0.79924,0.66421,0.99033,0.4675,0.48445,0.37538,0.20569,1.68718,1.74772,1.97473,0.000152753,0.000152753,0.000152753
399,7879.4,0.79319,0.63882,0.99797,0.46897,0.48928,0.37451,0.20533,1.68391,1.74119,1.96763,0.000151339,0.000151339,0.000151339
400,7899,0.78333,0.61603,1.01094,0.50644,0.44924,0.37433,0.20581,1.68632,1.74956,1.96701,0.000149926,0.000149926,0.000149926
401,7918.89,0.81647,0.64295,1.01327,0.5076,0.44539,0.3747,0.20511,1.68613,1.74414,1.96934,0.000148512,0.000148512,0.000148512
402,7938.65,0.78753,0.6451,1.01582,0.49965,0.44699,0.37131,0.20241,1.69018,1.7349,1.96915,0.000147098,0.000147098,0.000147098
403,7958.15,0.75581,0.61322,0.98212,0.48356,0.45827,0.37443,0.20402,1.68938,1.74125,1.96877,0.000145685,0.000145685,0.000145685
404,7978.04,0.78428,0.62399,0.99158,0.47917,0.47061,0.37613,0.20503,1.67903,1.73818,1.96282,0.000144271,0.000144271,0.000144271
405,7997.77,0.77722,0.61411,0.97543,0.47767,0.47544,0.38046,0.20583,1.68552,1.75661,1.98114,0.000142857,0.000142857,0.000142857
406,8017.49,0.81187,0.64087,0.97692,0.47978,0.4738,0.37946,0.20678,1.6854,1.74084,1.97983,0.000141443,0.000141443,0.000141443
407,8036.9,0.76154,0.62526,0.99465,0.49829,0.45791,0.38049,0.20764,1.68344,1.71879,1.97815,0.00014003,0.00014003,0.00014003
408,8056.83,0.74438,0.59747,1.00186,0.50514,0.45174,0.37995,0.20755,1.69061,1.74096,1.98293,0.000138616,0.000138616,0.000138616
409,8076.36,0.79716,0.64033,0.98675,0.4959,0.47538,0.38038,0.2072,1.68398,1.75154,1.96498,0.000137202,0.000137202,0.000137202
410,8095.35,0.77658,0.61625,0.98343,0.48739,0.47838,0.37775,0.20644,1.68927,1.77271,1.97481,0.000135789,0.000135789,0.000135789
411,8115.04,0.76831,0.58686,0.9772,0.49301,0.47706,0.38175,0.208,1.68425,1.73832,1.97345,0.000134375,0.000134375,0.000134375
412,8134.94,0.77668,0.60519,0.97846,0.49306,0.47485,0.38208,0.20752,1.68032,1.73854,1.9762,0.000132961,0.000132961,0.000132961
413,8154.61,0.73521,0.60994,0.98175,0.47608,0.4818,0.38436,0.20811,1.68939,1.72855,1.99733,0.000131547,0.000131547,0.000131547
414,8174.05,0.7353,0.56565,0.98259,0.51178,0.48041,0.38709,0.21085,1.67081,1.73089,1.96897,0.000130134,0.000130134,0.000130134
415,8193.34,0.7691,0.6037,0.99132,0.48816,0.47634,0.38865,0.21261,1.66905,1.71271,1.96957,0.00012872,0.00012872,0.00012872
416,8212.76,0.73416,0.57486,0.98577,0.4748,0.46528,0.38449,0.2115,1.67429,1.73228,1.97799,0.000127306,0.000127306,0.000127306
417,8232.43,0.73973,0.58427,0.9837,0.51232,0.48143,0.38561,0.21047,1.66933,1.72883,1.97462,0.000125892,0.000125892,0.000125892
418,8251.83,0.74425,0.58796,0.98759,0.5108,0.48118,0.38401,0.20942,1.67517,1.7633,1.97382,0.000124479,0.000124479,0.000124479
419,8271.14,0.73587,0.5925,0.9869,0.49571,0.48586,0.3828,0.20865,1.67847,1.75872,1.97975,0.000123065,0.000123065,0.000123065
420,8290.93,0.72862,0.57174,0.97045,0.48731,0.47508,0.38207,0.20948,1.67073,1.74076,1.97389,0.000121651,0.000121651,0.000121651
421,8310.22,0.7674,0.56997,0.96847,0.48778,0.48768,0.38088,0.21098,1.6643,1.73834,1.97431,0.000120238,0.000120238,0.000120238
422,8329.92,0.73972,0.58354,0.97063,0.48014,0.48596,0.38038,0.20914,1.67535,1.76022,1.97042,0.000118824,0.000118824,0.000118824
423,8350.23,0.72814,0.60014,0.97354,0.51245,0.46497,0.38061,0.21072,1.6727,1.7547,1.97828,0.00011741,0.00011741,0.00011741
424,8369.8,0.73133,0.57002,0.96921,0.51938,0.46397,0.38142,0.21123,1.67933,1.72522,1.98977,0.000115996,0.000115996,0.000115996
425,8389.61,0.70351,0.58302,0.972,0.51036,0.46378,0.3809,0.21088,1.66994,1.74966,1.97938,0.000114583,0.000114583,0.000114583
426,8409.01,0.68037,0.56746,0.96389,0.50695,0.47162,0.38194,0.2105,1.66347,1.76569,1.96974,0.000113169,0.000113169,0.000113169
427,8428.63,0.74465,0.59023,0.97417,0.48811,0.46176,0.37651,0.20782,1.65981,1.75375,1.96882,0.000111755,0.000111755,0.000111755
428,8448.27,0.78175,0.60489,0.97794,0.48634,0.45737,0.37736,0.20956,1.66225,1.73218,1.96918,0.000110342,0.000110342,0.000110342
429,8467.96,0.75891,0.57167,0.95533,0.48595,0.4791,0.37956,0.211,1.6608,1.74616,1.97096,0.000108928,0.000108928,0.000108928
430,8487.78,0.74218,0.5829,0.975,0.48,0.46383,0.37767,0.20936,1.66215,1.76507,1.97341,0.000107514,0.000107514,0.000107514
431,8507.37,0.73783,0.57189,0.97663,0.47318,0.46678,0.376,0.20897,1.66497,1.76112,1.97642,0.0001061,0.0001061,0.0001061
432,8526.9,0.77065,0.62937,1.00585,0.49738,0.47233,0.37912,0.21049,1.65555,1.73523,1.96938,0.000104687,0.000104687,0.000104687
433,8546.01,0.74006,0.57915,0.96778,0.49832,0.47424,0.3784,0.21033,1.66227,1.73484,1.97391,0.000103273,0.000103273,0.000103273
434,8565.5,0.73382,0.57951,0.95478,0.48295,0.46747,0.37886,0.21139,1.66002,1.72522,1.97383,0.000101859,0.000101859,0.000101859
435,8585.13,0.74079,0.59102,0.95739,0.49822,0.47824,0.37987,0.2102,1.6612,1.72485,1.9819,0.000100446,0.000100446,0.000100446
436,8605.14,0.69597,0.55111,0.95894,0.51663,0.46764,0.38234,0.2115,1.66274,1.71962,1.98633,9.90318e-05,9.90318e-05,9.90318e-05
437,8624.58,0.72524,0.56684,0.96772,0.50052,0.47658,0.37961,0.2093,1.66263,1.72718,1.97733,9.76181e-05,9.76181e-05,9.76181e-05
438,8644.09,0.7467,0.58822,0.98401,0.531,0.46622,0.37973,0.21013,1.66459,1.72852,1.97828,9.62044e-05,9.62044e-05,9.62044e-05
439,8664,0.74503,0.56528,0.97256,0.53974,0.45776,0.37896,0.20888,1.66512,1.74179,1.97468,9.47906e-05,9.47906e-05,9.47906e-05
440,8682.63,0.72474,0.5643,0.96569,0.51241,0.47127,0.37847,0.20946,1.66613,1.73672,1.98028,9.33769e-05,9.33769e-05,9.33769e-05
441,8702.13,0.71755,0.57447,0.96087,0.51732,0.47124,0.3801,0.20929,1.66569,1.72818,1.98126,9.19632e-05,9.19632e-05,9.19632e-05
442,8721.23,0.7342,0.57159,0.97581,0.53359,0.46732,0.38466,0.21124,1.67007,1.71971,1.99192,9.05495e-05,9.05495e-05,9.05495e-05
443,8740.73,0.72046,0.54377,0.95262,0.52939,0.46844,0.38488,0.21163,1.66796,1.73076,1.98357,8.91358e-05,8.91358e-05,8.91358e-05
444,8760.35,0.70504,0.57666,0.96716,0.55364,0.47729,0.38883,0.2106,1.66999,1.73118,1.98417,8.7722e-05,8.7722e-05,8.7722e-05
445,8779.78,0.71582,0.5584,0.9594,0.56162,0.47405,0.38925,0.21074,1.66659,1.73273,1.98567,8.63083e-05,8.63083e-05,8.63083e-05
446,8799.28,0.72276,0.60186,0.98084,0.55555,0.47581,0.38769,0.21014,1.67157,1.76158,1.98553,8.48946e-05,8.48946e-05,8.48946e-05
447,8819.69,0.753,0.59276,0.97322,0.56855,0.46896,0.38582,0.20825,1.66772,1.75651,1.98308,8.34809e-05,8.34809e-05,8.34809e-05
448,8840.78,0.74349,0.59835,0.96996,0.57178,0.46705,0.38483,0.20863,1.66655,1.76189,1.98855,8.20672e-05,8.20672e-05,8.20672e-05
449,8861.69,0.72867,0.55827,0.96764,0.57122,0.4643,0.38461,0.20819,1.66409,1.75703,1.98899,8.06534e-05,8.06534e-05,8.06534e-05
450,8882.32,0.70943,0.58034,0.95861,0.5443,0.4545,0.3786,0.20834,1.67116,1.75995,1.99164,7.92397e-05,7.92397e-05,7.92397e-05
451,8903.36,0.72391,0.56487,0.96832,0.51297,0.44873,0.37737,0.20704,1.67309,1.767,1.99254,7.7826e-05,7.7826e-05,7.7826e-05
452,8923.77,0.74832,0.56638,0.96871,0.54804,0.45484,0.38007,0.20722,1.66913,1.76987,1.99327,7.64123e-05,7.64123e-05,7.64123e-05
453,8944,0.74373,0.58616,0.97437,0.50848,0.49107,0.37882,0.20692,1.66174,1.75889,1.98647,7.49986e-05,7.49986e-05,7.49986e-05
454,8963.62,0.76191,0.60357,0.97223,0.51134,0.48535,0.38023,0.20761,1.66123,1.7373,1.99082,7.35848e-05,7.35848e-05,7.35848e-05
455,8983.47,0.72267,0.55511,0.95675,0.53041,0.46637,0.38161,0.20843,1.66545,1.72937,2.00007,7.21711e-05,7.21711e-05,7.21711e-05
456,9003.43,0.73025,0.56334,0.97019,0.52682,0.4679,0.3834,0.20911,1.66161,1.74008,1.99167,7.07574e-05,7.07574e-05,7.07574e-05
457,9022.83,0.70924,0.57411,0.96759,0.53205,0.46766,0.38381,0.208,1.66495,1.73204,1.99851,6.93437e-05,6.93437e-05,6.93437e-05
458,9042.46,0.73338,0.58563,0.97255,0.53223,0.46711,0.38406,0.20864,1.65973,1.75162,1.9884,6.793e-05,6.793e-05,6.793e-05
459,9062.03,0.7039,0.54579,0.95802,0.53175,0.46706,0.38226,0.20726,1.67451,1.77604,1.99465,6.65162e-05,6.65162e-05,6.65162e-05
460,9081.98,0.6947,0.56403,0.94929,0.52544,0.46997,0.37964,0.2067,1.66984,1.76468,1.99591,6.51025e-05,6.51025e-05,6.51025e-05
461,9101.69,0.69161,0.55497,0.96516,0.52808,0.46482,0.37963,0.20824,1.66835,1.74918,1.9946,6.36888e-05,6.36888e-05,6.36888e-05
462,9121.61,0.6812,0.54048,0.95528,0.48947,0.48178,0.37997,0.20802,1.66207,1.73493,1.99446,6.22751e-05,6.22751e-05,6.22751e-05
463,9141.02,0.68369,0.53693,0.94399,0.48319,0.48127,0.37721,0.20738,1.66618,1.72877,1.99834,6.08614e-05,6.08614e-05,6.08614e-05
464,9160.16,0.70535,0.56625,0.95302,0.48654,0.47786,0.37857,0.2085,1.66161,1.7239,1.9974,5.94476e-05,5.94476e-05,5.94476e-05
465,9180.21,0.69923,0.58173,0.96808,0.48205,0.48274,0.38078,0.20906,1.65621,1.73101,1.99069,5.80339e-05,5.80339e-05,5.80339e-05
466,9199.58,0.7035,0.5507,0.95804,0.49886,0.46616,0.38022,0.20907,1.65139,1.74471,1.98038,5.66202e-05,5.66202e-05,5.66202e-05
467,9218.96,0.73882,0.57891,0.97642,0.49337,0.4689,0.37862,0.20754,1.65164,1.74685,1.98065,5.52065e-05,5.52065e-05,5.52065e-05
468,9238.75,0.68101,0.55362,0.95136,0.48368,0.47975,0.38157,0.20779,1.66083,1.74574,1.99292,5.37928e-05,5.37928e-05,5.37928e-05
469,9258.18,0.70547,0.575,0.97322,0.4796,0.47919,0.38031,0.20782,1.66277,1.74289,1.99526,5.2379e-05,5.2379e-05,5.2379e-05
470,9277.65,0.73509,0.60075,0.96425,0.46756,0.48145,0.37881,0.20711,1.66208,1.73564,1.99795,5.09653e-05,5.09653e-05,5.09653e-05
471,9296.67,0.74021,0.58419,0.95997,0.46975,0.48936,0.37986,0.20707,1.66762,1.72274,2.00241,4.95516e-05,4.95516e-05,4.95516e-05
472,9315.31,0.74236,0.57371,0.97044,0.47529,0.49241,0.38198,0.20818,1.67328,1.71961,2.00635,4.81379e-05,4.81379e-05,4.81379e-05
473,9334.93,0.71086,0.5441,0.95058,0.47494,0.49301,0.37996,0.20795,1.67172,1.72015,2.00592,4.67242e-05,4.67242e-05,4.67242e-05
474,9354.4,0.71902,0.56842,0.96591,0.47771,0.49309,0.37986,0.2075,1.6653,1.71976,2.00082,4.53104e-05,4.53104e-05,4.53104e-05
475,9373.78,0.67646,0.5412,0.95887,0.48076,0.48308,0.37773,0.2078,1.66377,1.71727,2.0032,4.38967e-05,4.38967e-05,4.38967e-05
476,9393.54,0.68888,0.54675,0.94888,0.48392,0.49216,0.37932,0.20775,1.65874,1.71652,2.00182,4.2483e-05,4.2483e-05,4.2483e-05
477,9412.93,0.68476,0.5459,0.96301,0.48006,0.49337,0.37938,0.20742,1.65801,1.72611,2.00076,4.10693e-05,4.10693e-05,4.10693e-05
478,9432.44,0.71636,0.57163,0.95823,0.47967,0.49314,0.3798,0.20792,1.65456,1.73587,1.99544,3.96556e-05,3.96556e-05,3.96556e-05
479,9451.47,0.68797,0.54605,0.96566,0.48257,0.49409,0.3814,0.20806,1.65374,1.73548,1.99753,3.82418e-05,3.82418e-05,3.82418e-05
480,9471.27,0.70174,0.53228,0.9431,0.48229,0.49369,0.38125,0.20843,1.652,1.73379,1.99717,3.68281e-05,3.68281e-05,3.68281e-05
481,9490.77,0.71576,0.56062,0.96874,0.49049,0.49351,0.38187,0.2081,1.6519,1.72826,1.99519,3.54144e-05,3.54144e-05,3.54144e-05
482,9510.77,0.67157,0.53682,0.94828,0.49322,0.49115,0.38024,0.20817,1.65623,1.73806,2.00283,3.40007e-05,3.40007e-05,3.40007e-05
483,9530.56,0.69965,0.52565,0.95005,0.49478,0.49154,0.38206,0.20895,1.6567,1.74193,2.00334,3.2587e-05,3.2587e-05,3.2587e-05
484,9550.3,0.72366,0.56408,0.93141,0.49215,0.49193,0.38244,0.20893,1.6572,1.73949,2.00336,3.11732e-05,3.11732e-05,3.11732e-05
485,9569.97,0.68731,0.56375,0.95591,0.48573,0.49296,0.3836,0.2095,1.65999,1.74306,2.00625,2.97595e-05,2.97595e-05,2.97595e-05
486,9589.06,0.63853,0.50101,0.92963,0.48263,0.49407,0.38187,0.20889,1.65717,1.74196,2.00545,2.83458e-05,2.83458e-05,2.83458e-05
487,9608.38,0.68001,0.54467,0.94761,0.48561,0.49411,0.38182,0.20848,1.65537,1.74198,2.00148,2.69321e-05,2.69321e-05,2.69321e-05
488,9627.9,0.72074,0.57396,0.95449,0.48689,0.49358,0.38267,0.20873,1.65765,1.74103,1.99921,2.55184e-05,2.55184e-05,2.55184e-05
489,9647,0.68106,0.53574,0.94265,0.49265,0.49521,0.38206,0.2081,1.65462,1.74281,1.99734,2.41046e-05,2.41046e-05,2.41046e-05
490,9666.4,0.70151,0.53122,0.95299,0.49008,0.49323,0.38195,0.20809,1.6574,1.74093,2.00025,2.26909e-05,2.26909e-05,2.26909e-05
491,9686.87,0.6827,0.52621,0.94868,0.49234,0.49156,0.38132,0.20782,1.65723,1.74546,2.00649,2.12772e-05,2.12772e-05,2.12772e-05
492,9706.2,0.69088,0.52757,0.94321,0.48701,0.49105,0.38085,0.20782,1.65296,1.73216,2.01634,1.98635e-05,1.98635e-05,1.98635e-05
493,9725.86,0.65411,0.48483,0.92592,0.48835,0.49058,0.3828,0.20722,1.65796,1.72661,2.02227,1.84498e-05,1.84498e-05,1.84498e-05
494,9746.15,0.64322,0.51282,0.92968,0.48921,0.49068,0.38407,0.20777,1.65698,1.71587,2.02709,1.7036e-05,1.7036e-05,1.7036e-05
495,9765.26,0.68792,0.50809,0.93889,0.48319,0.48086,0.38161,0.20651,1.65895,1.71299,2.03089,1.56223e-05,1.56223e-05,1.56223e-05
496,9784.64,0.63636,0.49356,0.94606,0.48716,0.47753,0.3799,0.20608,1.65701,1.71808,2.02979,1.42086e-05,1.42086e-05,1.42086e-05
497,9804.63,0.62433,0.48986,0.92953,0.4876,0.47658,0.37932,0.20683,1.65643,1.71484,2.0307,1.27949e-05,1.27949e-05,1.27949e-05
498,9824.66,0.65912,0.48882,0.93388,0.48619,0.47958,0.38043,0.20806,1.6555,1.70614,2.03254,1.13812e-05,1.13812e-05,1.13812e-05
499,9844.06,0.64152,0.47112,0.91627,0.48839,0.48019,0.38212,0.20904,1.65495,1.70873,2.03061,9.96744e-06,9.96744e-06,9.96744e-06
500,9863.51,0.62085,0.46802,0.91894,0.50551,0.48918,0.38543,0.20869,1.65354,1.71176,2.02872,8.55372e-06,8.55372e-06,8.55372e-06
